0 0 PASS  
10012001200 10012001200 PASS 零一百億一千二百萬一千二百 
10012001203 10012001203 PASS 零一百億一千二百萬一千二百零三 
10012001230 10012001230 PASS 零一百億一千二百萬一千二百三十 
10012001234 10012001234 PASS 零一百億一千二百萬一千二百三十四 
10012030000 10012030000 PASS 零一百億一千二百零三萬 
10012030001 10012030001 PASS 零一百億一千二百零三萬零零零一 
10012030010 10012030010 PASS 零一百億一千二百零三萬零零十 
10012030012 10012030012 PASS 零一百億一千二百零三萬零零十二 
10012030100 10012030100 PASS 零一百億一千二百零三萬零一百 
10012030102 10012030102 PASS 零一百億一千二百零三萬零一百零二 
10012030310 10012030310 PASS 零一百億一千二百零三萬零三百十 
10012030123 10012030123 PASS 零一百億一千二百零三萬零一百二十三 
10012031000 10012031000 PASS 零一百億一千二百零三萬一千 
10012031002 10012031002 PASS 零一百億一千二百零三萬一千零零二 
10012031020 10012031020 PASS 零一百億一千二百零三萬一千零二十 
10012031023 10012031023 PASS 零一百億一千二百零三萬一千零二十三 
10012031200 10012031200 PASS 零一百億一千二百零三萬一千二百 
10012031203 10012031203 PASS 零一百億一千二百零三萬一千二百零三 
10012031230 10012031230 PASS 零一百億一千二百零三萬一千二百三十 
10012031234 10012031234 PASS 零一百億一千二百零三萬一千二百三十四 
10012300000 10012300000 PASS 零一百億一千二百三十萬 
10012300001 10012300001 PASS 零一百億一千二百三十萬零零零一 
10012300010 10012300010 PASS 零一百億一千二百三十萬零零十 
10012300012 10012300012 PASS 零一百億一千二百三十萬零零十二 
10012300100 10012300100 PASS 零一百億一千二百三十萬零一百 
10012300102 10012300102 PASS 零一百億一千二百三十萬零一百零二 
10012300310 10012300310 PASS 零一百億一千二百三十萬零三百十 
10012300123 10012300123 PASS 零一百億一千二百三十萬零一百二十三 
10012301000 10012301000 PASS 零一百億一千二百三十萬一千 
10012301002 10012301002 PASS 零一百億一千二百三十萬一千零零二 
10012301020 10012301020 PASS 零一百億一千二百三十萬一千零二十 
10012301023 10012301023 PASS 零一百億一千二百三十萬一千零二十三 
10012301200 10012301200 PASS 零一百億一千二百三十萬一千二百 
10012301203 10012301203 PASS 零一百億一千二百三十萬一千二百零三 
10012301230 10012301230 PASS 零一百億一千二百三十萬一千二百三十 
10012301234 10012301234 PASS 零一百億一千二百三十萬一千二百三十四 
10012340000 10012340000 PASS 零一百億一千二百三十四萬 
10012340001 10012340001 PASS 零一百億一千二百三十四萬零零零一 
10012340010 10012340010 PASS 零一百億一千二百三十四萬零零十 
10012340012 10012340012 PASS 零一百億一千二百三十四萬零零十二 
10012340100 10012340100 PASS 零一百億一千二百三十四萬零一百 
10012340102 10012340102 PASS 零一百億一千二百三十四萬零一百零二 
10012340310 10012340310 PASS 零一百億一千二百三十四萬零三百十 
10012340123 10012340123 PASS 零一百億一千二百三十四萬零一百二十三 
10012341000 10012341000 PASS 零一百億一千二百三十四萬一千 
10012341002 10012341002 PASS 零一百億一千二百三十四萬一千零零二 
10012341020 10012341020 PASS 零一百億一千二百三十四萬一千零二十 
10012341023 10012341023 PASS 零一百億一千二百三十四萬一千零二十三 
10012341200 10012341200 PASS 零一百億一千二百三十四萬一千二百 
10012341203 10012341203 PASS 零一百億一千二百三十四萬一千二百零三 
10012341230 10012341230 PASS 零一百億一千二百三十四萬一千二百三十 
10012341234 10012341234 PASS 零一百億一千二百三十四萬一千二百三十四 
10200000000 10200000000 PASS 零一百零二億 
10200000001 10200000001 PASS 零一百零二億零零零零一 
10200000010 10200000010 PASS 零一百零二億零零零十 
10200000012 10200000012 PASS 零一百零二億零零零十二 
10200000100 10200000100 PASS 零一百零二億零零一百 
10200000102 10200000102 PASS 零一百零二億零零一百零二 
10200000310 10200000310 PASS 零一百零二億零零三百十 
10200000123 10200000123 PASS 零一百零二億零零一百二十三 
10200001000 10200001000 PASS 零一百零二億零一千 
10200001002 10200001002 PASS 零一百零二億零一千零零二 
10200001020 10200001020 PASS 零一百零二億零一千零二十 
10200001023 10200001023 PASS 零一百零二億零一千零二十三 
10200001200 10200001200 PASS 零一百零二億零一千二百 
10200001203 10200001203 PASS 零一百零二億零一千二百零三 
10200001230 10200001230 PASS 零一百零二億零一千二百三十 
10200001234 10200001234 PASS 零一百零二億零一千二百三十四 
10200010000 10200010000 PASS 零一百零二億零零零一萬 
10200010001 10200010001 PASS 零一百零二億零零零一萬零零零一 
10200010010 10200010010 PASS 零一百零二億零零零一萬零零十 
10200010012 10200010012 PASS 零一百零二億零零零一萬零零十二 
10200010100 10200010100 PASS 零一百零二億零零零一萬零一百 
10200010102 10200010102 PASS 零一百零二億零零零一萬零一百零二 
10200010310 10200010310 PASS 零一百零二億零零零一萬零三百十 
10200010123 10200010123 PASS 零一百零二億零零零一萬零一百二十三 
10200011000 10200011000 PASS 零一百零二億零零零一萬一千 
10200011002 10200011002 PASS 零一百零二億零零零一萬一千零零二 
10200011020 10200011020 PASS 零一百零二億零零零一萬一千零二十 
10200011023 10200011023 PASS 零一百零二億零零零一萬一千零二十三 
10200011200 10200011200 PASS 零一百零二億零零零一萬一千二百 
10200011203 10200011203 PASS 零一百零二億零零零一萬一千二百零三 
10200011230 10200011230 PASS 零一百零二億零零零一萬一千二百三十 
10200011234 10200011234 PASS 零一百零二億零零零一萬一千二百三十四 
10200100000 10200100000 PASS 零一百零二億零零十萬 
10200100001 10200100001 PASS 零一百零二億零零十萬零零零一 
10200100010 10200100010 PASS 零一百零二億零零十萬零零十 
10200100012 10200100012 PASS 零一百零二億零零十萬零零十二 
10200100100 10200100100 PASS 零一百零二億零零十萬零一百 
10200100102 10200100102 PASS 零一百零二億零零十萬零一百零二 
10200100310 10200100310 PASS 零一百零二億零零十萬零三百十 
10200100123 10200100123 PASS 零一百零二億零零十萬零一百二十三 
10200101000 10200101000 PASS 零一百零二億零零十萬一千 
10200101002 10200101002 PASS 零一百零二億零零十萬一千零零二 
10200101020 10200101020 PASS 零一百零二億零零十萬一千零二十 
10200101023 10200101023 PASS 零一百零二億零零十萬一千零二十三 
10200101200 10200101200 PASS 零一百零二億零零十萬一千二百 
10200101203 10200101203 PASS 零一百零二億零零十萬一千二百零三 
10200101230 10200101230 PASS 零一百零二億零零十萬一千二百三十 
10200101234 10200101234 PASS 零一百零二億零零十萬一千二百三十四 
10200120000 10200120000 PASS 零一百零二億零零十二萬 
10200120001 10200120001 PASS 零一百零二億零零十二萬零零零一 
10200120010 10200120010 PASS 零一百零二億零零十二萬零零十 
10200120012 10200120012 PASS 零一百零二億零零十二萬零零十二 
10200120100 10200120100 PASS 零一百零二億零零十二萬零一百 
10200120102 10200120102 PASS 零一百零二億零零十二萬零一百零二 
10200120310 10200120310 PASS 零一百零二億零零十二萬零三百十 
10200120123 10200120123 PASS 零一百零二億零零十二萬零一百二十三 
10200121000 10200121000 PASS 零一百零二億零零十二萬一千 
10200121002 10200121002 PASS 零一百零二億零零十二萬一千零零二 
10200121020 10200121020 PASS 零一百零二億零零十二萬一千零二十 
10200121023 10200121023 PASS 零一百零二億零零十二萬一千零二十三 
10200121200 10200121200 PASS 零一百零二億零零十二萬一千二百 
10200121203 10200121203 PASS 零一百零二億零零十二萬一千二百零三 
10200121230 10200121230 PASS 零一百零二億零零十二萬一千二百三十 
10200121234 10200121234 PASS 零一百零二億零零十二萬一千二百三十四 
10201000000 10201000000 PASS 零一百零二億零一百萬 
10201000001 10201000001 PASS 零一百零二億零一百萬零零零一 
10201000010 10201000010 PASS 零一百零二億零一百萬零零十 
10201000012 10201000012 PASS 零一百零二億零一百萬零零十二 
10201000100 10201000100 PASS 零一百零二億零一百萬零一百 
10201000102 10201000102 PASS 零一百零二億零一百萬零一百零二 
10201000310 10201000310 PASS 零一百零二億零一百萬零三百十 
10201000123 10201000123 PASS 零一百零二億零一百萬零一百二十三 
10201001000 10201001000 PASS 零一百零二億零一百萬一千 
10201001002 10201001002 PASS 零一百零二億零一百萬一千零零二 
10201001020 10201001020 PASS 零一百零二億零一百萬一千零二十 
10201001023 10201001023 PASS 零一百零二億零一百萬一千零二十三 
10201001200 10201001200 PASS 零一百零二億零一百萬一千二百 
10201001203 10201001203 PASS 零一百零二億零一百萬一千二百零三 
10201001230 10201001230 PASS 零一百零二億零一百萬一千二百三十 
10201001234 10201001234 PASS 零一百零二億零一百萬一千二百三十四 
10201020000 10201020000 PASS 零一百零二億零一百零二萬 
10201020001 10201020001 PASS 零一百零二億零一百零二萬零零零一 
10201020010 10201020010 PASS 零一百零二億零一百零二萬零零十 
10201020012 10201020012 PASS 零一百零二億零一百零二萬零零十二 
10201020100 10201020100 PASS 零一百零二億零一百零二萬零一百 
10201020102 10201020102 PASS 零一百零二億零一百零二萬零一百零二 
10201020310 10201020310 PASS 零一百零二億零一百零二萬零三百十 
10201020123 10201020123 PASS 零一百零二億零一百零二萬零一百二十三 
10201021000 10201021000 PASS 零一百零二億零一百零二萬一千 
10201021002 10201021002 PASS 零一百零二億零一百零二萬一千零零二 
10201021020 10201021020 PASS 零一百零二億零一百零二萬一千零二十 
10201021023 10201021023 PASS 零一百零二億零一百零二萬一千零二十三 
10201021200 10201021200 PASS 零一百零二億零一百零二萬一千二百 
10201021203 10201021203 PASS 零一百零二億零一百零二萬一千二百零三 
10201021230 10201021230 PASS 零一百零二億零一百零二萬一千二百三十 
10201021234 10201021234 PASS 零一百零二億零一百零二萬一千二百三十四 
10203100000 10203100000 PASS 零一百零二億零三百十萬 
10203100001 10203100001 PASS 零一百零二億零三百十萬零零零一 
10203100010 10203100010 PASS 零一百零二億零三百十萬零零十 
10203100012 10203100012 PASS 零一百零二億零三百十萬零零十二 
10203100100 10203100100 PASS 零一百零二億零三百十萬零一百 
10203100102 10203100102 PASS 零一百零二億零三百十萬零一百零二 
10203100310 10203100310 PASS 零一百零二億零三百十萬零三百十 
10203100123 10203100123 PASS 零一百零二億零三百十萬零一百二十三 
10203101000 10203101000 PASS 零一百零二億零三百十萬一千 
10203101002 10203101002 PASS 零一百零二億零三百十萬一千零零二 
10203101020 10203101020 PASS 零一百零二億零三百十萬一千零二十 
10203101023 10203101023 PASS 零一百零二億零三百十萬一千零二十三 
10203101200 10203101200 PASS 零一百零二億零三百十萬一千二百 
10203101203 10203101203 PASS 零一百零二億零三百十萬一千二百零三 
10203101230 10203101230 PASS 零一百零二億零三百十萬一千二百三十 
10203101234 10203101234 PASS 零一百零二億零三百十萬一千二百三十四 
